Learning Rate	TrainLoss	TestLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	
0.00100000	0.13360275	0.00003867	0.01074487	0.00004695	0.00000041	
0.00100000	0.13273073	0.00003812	0.01069906	0.00004671	0.00000038	
0.00100000	0.13289865	0.00003851	0.01065211	0.00004682	0.00000058	
0.00100000	0.13300650	0.00003764	0.01060545	0.00004659	0.00000050	
0.00100000	0.13109639	0.00003778	0.01055951	0.00004609	0.00000036	
0.00100000	0.13231395	0.00003827	0.01051550	0.00004673	0.00000079	
0.00100000	0.13863873	0.00003975	0.01047075	0.00004961	0.00000246	
0.00100000	0.17825043	0.00004825	0.01042270	0.00006998	0.00001333	
0.00100000	0.63541376	0.00013463	0.01038139	0.00032719	0.00014801	
0.00100000	3.06388914	0.00003635	0.01028220	0.00097749	0.00047714	
0.00100000	0.75787905	0.00005769	0.01017320	0.00026919	0.00009908	
0.00100000	0.51298413	0.00005092	0.01039786	0.00017188	0.00005323	
0.00100000	0.26947729	0.00004430	0.01059910	0.00009499	0.00002210	
0.00100000	0.17657147	0.00004304	0.01062673	0.00006336	0.00000725	
0.00100000	0.16401883	0.00004026	0.01052495	0.00005771	0.00000453	
0.00100000	0.14870726	0.00003982	0.01042250	0.00005357	0.00000261	
0.00100000	0.13973422	0.00003806	0.01036640	0.00005050	0.00000130	
0.00100000	0.13498274	0.00003795	0.01033705	0.00004830	0.00000090	
0.00100000	0.13219306	0.00003696	0.01030251	0.00004708	0.00000057	
0.00100000	0.13072301	0.00003714	0.01025752	0.00004645	0.00000048	
0.00100000	0.13034249	0.00003631	0.01020960	0.00004629	0.00000042	
0.00100000	0.12901454	0.00003618	0.01016493	0.00004598	0.00000039	
0.00100000	0.12901273	0.00003614	0.01012309	0.00004589	0.00000048	
0.00100000	0.12814065	0.00003552	0.01008087	0.00004549	0.00000039	
0.00100000	0.12753990	0.00003532	0.01003826	0.00004532	0.00000041	
0.00100000	0.12722595	0.00003493	0.00999531	0.00004531	0.00000049	
0.00100000	0.12940768	0.00003440	0.00995343	0.00004649	0.00000118	
0.00100000	0.14665045	0.00003483	0.00990775	0.00005555	0.00000581	
0.00100000	0.31509538	0.00005571	0.00986831	0.00014783	0.00005235	
0.00100000	1.75396230	0.00009914	0.00982923	0.00078794	0.00036729	
0.00100000	1.08445065	0.00006711	0.00966803	0.00034184	0.00014027	
0.00100000	0.49183922	0.00004336	0.00977752	0.00018130	0.00005784	
0.00100000	0.25339026	0.00004072	0.00994237	0.00009927	0.00002384	
0.00100000	0.18380923	0.00003966	0.01000807	0.00006818	0.00001020	
0.00100000	0.16324282	0.00003734	0.00994242	0.00005814	0.00000551	
0.00100000	0.14526498	0.00003758	0.00985340	0.00005166	0.00000248	
0.00100000	0.13760595	0.00003543	0.00979856	0.00004921	0.00000146	
0.00100000	0.13172159	0.00003565	0.00977045	0.00004711	0.00000101	
0.00100000	0.12824285	0.00003500	0.00973798	0.00004603	0.00000078	
0.00100000	0.12543936	0.00003418	0.00969719	0.00004500	0.00000040	
0.00100000	0.12575764	0.00003383	0.00965186	0.00004512	0.00000056	
0.00100000	0.12434028	0.00003402	0.00961013	0.00004458	0.00000040	
0.00100000	0.12438087	0.00003410	0.00957213	0.00004467	0.00000056	
0.00100000	0.12367856	0.00003306	0.00953356	0.00004447	0.00000051	
0.00100000	0.13484087	0.00003267	0.00949410	0.00005044	0.00000353	
0.00100000	0.19775044	0.00003785	0.00945441	0.00008248	0.00001923	
0.00100000	0.78513954	0.00009664	0.00941299	0.00039841	0.00017104	
0.00100000	2.06024505	0.00003991	0.00929115	0.00060769	0.00026948	
0.00100000	0.56176723	0.00003981	0.00928245	0.00019574	0.00006373	
0.00100000	0.32629364	0.00004140	0.00944549	0.00010848	0.00002732	
0.00100000	0.22756197	0.00003944	0.00954321	0.00007582	0.00001380	
0.00100000	0.17752683	0.00003825	0.00950677	0.00006051	0.00000726	
0.00100000	0.15257942	0.00003459	0.00942017	0.00005352	0.00000373	
0.00100000	0.13661898	0.00003503	0.00935756	0.00004880	0.00000191	
0.00100000	0.13055435	0.00003331	0.00933045	0.00004689	0.00000121	
0.00100000	0.12463423	0.00003296	0.00930167	0.00004504	0.00000079	
0.00100000	0.12188167	0.00003288	0.00926333	0.00004401	0.00000046	
0.00100000	0.12104490	0.00003262	0.00922052	0.00004381	0.00000044	
0.00100000	0.12118515	0.00003242	0.00918014	0.00004377	0.00000051	
0.00100000	0.12001970	0.00003182	0.00914415	0.00004336	0.00000041	
0.00100000	0.12002748	0.00003148	0.00910743	0.00004365	0.00000066	
0.00100000	0.12445954	0.00003104	0.00907076	0.00004606	0.00000193	
0.00100000	0.19898623	0.00004386	0.00903382	0.00009303	0.00002381	
0.00100000	1.79529447	0.00018705	0.00901073	0.00097868	0.00043256	
0.00100000	2.47833776	0.00008376	0.00878492	0.00077494	0.00032146	
0.00100000	0.75085773	0.00004277	0.00894454	0.00026898	0.00008350	
0.00100000	0.39968802	0.00004894	0.00925441	0.00014678	0.00003952	
0.00100000	0.22926018	0.00004109	0.00940927	0.00008277	0.00001517	
0.00100000	0.18632529	0.00003802	0.00930275	0.00006799	0.00000888	
0.00100000	0.14791197	0.00003535	0.00916597	0.00005491	0.00000334	
0.00100000	0.14038562	0.00003314	0.00909724	0.00005188	0.00000236	
0.00100000	0.13008106	0.00003273	0.00907061	0.00004791	0.00000151	
0.00100000	0.12468662	0.00003270	0.00904327	0.00004545	0.00000076	
0.00100000	0.12258971	0.00003142	0.00900137	0.00004488	0.00000071	
0.00100000	0.12145197	0.00003151	0.00895481	0.00004436	0.00000058	
0.00100000	0.11987312	0.00003098	0.00891711	0.00004389	0.00000051	
0.00100000	0.11902078	0.00003106	0.00888152	0.00004345	0.00000045	
0.00100000	0.11807751	0.00003087	0.00884553	0.00004309	0.00000042	
0.00100000	0.11754408	0.00003059	0.00880683	0.00004293	0.00000044	
0.00100000	0.11700584	0.00003056	0.00876727	0.00004272	0.00000044	
0.00100000	0.11629513	0.00003056	0.00872914	0.00004249	0.00000042	
0.00100000	0.11611697	0.00003032	0.00869170	0.00004236	0.00000046	
0.00100000	0.11556985	0.00003020	0.00865377	0.00004208	0.00000041	
0.00100000	0.11501063	0.00003019	0.00861695	0.00004198	0.00000046	
0.00100000	0.11517772	0.00003051	0.00857971	0.00004205	0.00000060	
0.00100000	0.11782106	0.00003063	0.00854302	0.00004308	0.00000110	
0.00100000	0.12296372	0.00003168	0.00850696	0.00004557	0.00000230	
0.00100000	0.15573727	0.00004027	0.00846779	0.00006422	0.00001070	
0.00100000	0.65283848	0.00013450	0.00843166	0.00035983	0.00014142	
0.00100000	2.79919201	0.00003088	0.00834496	0.00090096	0.00037300	
0.00100000	0.70417181	0.00004713	0.00831473	0.00025167	0.00007789	
0.00100000	0.43102281	0.00004509	0.00853857	0.00014743	0.00003890	
0.00100000	0.22993451	0.00003570	0.00867151	0.00008317	0.00001616	
0.00100000	0.14982944	0.00003290	0.00861066	0.00005712	0.00000558	
0.00100000	0.13653761	0.00003098	0.00850016	0.00005065	0.00000272	
0.00100000	0.12845793	0.00003151	0.00843304	0.00004719	0.00000171	
0.00100000	0.12149616	0.00002950	0.00841745	0.00004447	0.00000099	
0.00100000	0.11603786	0.00002968	0.00839180	0.00004269	0.00000065	
0.00100000	0.11395234	0.00002880	0.00835410	0.00004203	0.00000049	
0.00100000	0.11377983	0.00002902	0.00831181	0.00004205	0.00000058	
0.00100000	0.11357841	0.00002844	0.00827775	0.00004161	0.00000047	
0.00100000	0.11231176	0.00002856	0.00824484	0.00004131	0.00000048	
0.00100000	0.11237419	0.00002877	0.00821203	0.00004128	0.00000058	
0.00100000	0.11398341	0.00002886	0.00817483	0.00004200	0.00000097	
0.00100000	0.11298620	0.00002826	0.00813959	0.00004129	0.00000069	
0.00100000	0.11050876	0.00002788	0.00810521	0.00004052	0.00000044	
0.00100000	0.11122502	0.00002739	0.00807106	0.00004131	0.00000088	
0.00100000	0.14666462	0.00003242	0.00804320	0.00006394	0.00001039	
0.00100000	0.82431777	0.00014395	0.00800861	0.00047184	0.00018440	
0.00100000	3.16795415	0.00006046	0.00786684	0.00096518	0.00037315	
0.00100000	0.97186396	0.00006083	0.00792524	0.00034022	0.00010571	
0.00100000	0.43746676	0.00003444	0.00816027	0.00015716	0.00004258	
0.00100000	0.20640137	0.00003770	0.00831057	0.00007739	0.00001293	
0.00100000	0.18753471	0.00003230	0.00822071	0.00006832	0.00000927	
0.00100000	0.13584374	0.00002935	0.00810266	0.00005160	0.00000298	
0.00100000	0.12654722	0.00002990	0.00804646	0.00004734	0.00000196	
0.00100000	0.12028920	0.00002774	0.00802913	0.00004464	0.00000147	
0.00100000	0.11336249	0.00002774	0.00799714	0.00004210	0.00000077	
0.00100000	0.11117994	0.00002755	0.00795633	0.00004133	0.00000056	
0.00100000	0.11035820	0.00002689	0.00791993	0.00004101	0.00000048	
0.00100000	0.10998005	0.00002728	0.00788932	0.00004079	0.00000052	
0.00100000	0.10929359	0.00002674	0.00785989	0.00004045	0.00000050	
0.00100000	0.10892933	0.00002670	0.00782534	0.00004032	0.00000056	
0.00100000	0.10832732	0.00002689	0.00778936	0.00004017	0.00000056	
0.00100000	0.10773980	0.00002629	0.00775490	0.00003995	0.00000055	
0.00100000	0.10820488	0.00002670	0.00772069	0.00003991	0.00000058	
0.00100000	0.10755062	0.00002664	0.00768769	0.00003977	0.00000061	
0.00100000	0.10676659	0.00002632	0.00765453	0.00003945	0.00000055	
0.00100000	0.10612218	0.00002668	0.00762116	0.00003937	0.00000059	
0.00100000	0.11132394	0.00002838	0.00758761	0.00004265	0.00000200	
0.00100000	0.18336881	0.00004738	0.00754878	0.00008557	0.00001951	
0.00100000	1.20821558	0.00017369	0.00751324	0.00066510	0.00025059	
0.00100000	2.28384241	0.00006826	0.00741880	0.00067919	0.00023682	
0.00100000	0.78563825	0.00004433	0.00747594	0.00027117	0.00008001	
0.00100000	0.29125889	0.00003260	0.00769849	0.00011210	0.00002534	
0.00100000	0.17230352	0.00003200	0.00775077	0.00006489	0.00000871	
0.00100000	0.15605278	0.00002996	0.00764859	0.00005726	0.00000562	
0.00100000	0.12696166	0.00002656	0.00756823	0.00004792	0.00000250	
0.00100000	0.11271447	0.00002638	0.00753490	0.00004263	0.00000111	
0.00100000	0.10911553	0.00002588	0.00751692	0.00004117	0.00000100	
0.00100000	0.10690777	0.00002541	0.00748041	0.00004002	0.00000070	
0.00100000	0.10613267	0.00002525	0.00744251	0.00003970	0.00000060	
0.00100000	0.10524364	0.00002511	0.00741207	0.00003930	0.00000055	
0.00100000	0.10424901	0.00002505	0.00738430	0.00003887	0.00000049	
0.00100000	0.10349063	0.00002484	0.00735362	0.00003867	0.00000050	
0.00100000	0.10326469	0.00002495	0.00732052	0.00003848	0.00000050	
0.00100000	0.10286556	0.00002465	0.00728716	0.00003832	0.00000049	
0.00100000	0.10221364	0.00002492	0.00725474	0.00003822	0.00000053	
0.00100000	0.10264814	0.00002472	0.00722353	0.00003814	0.00000056	
0.00100000	0.10166188	0.00002440	0.00719194	0.00003781	0.00000048	
0.00100000	0.10110832	0.00002470	0.00715943	0.00003771	0.00000053	
0.00100000	0.10349851	0.00002588	0.00712745	0.00003931	0.00000114	
0.00100000	0.16204544	0.00005195	0.00709573	0.00008281	0.00001756	
0.00100000	2.49015715	0.00035101	0.00707212	0.00159192	0.00057052	
0.00100000	3.51528734	0.00003476	0.00689075	0.00119181	0.00038391	
0.00100000	1.08477593	0.00004109	0.00722674	0.00045717	0.00011000	
0.00100000	0.42116110	0.00004945	0.00777995	0.00018110	0.00004175	
0.00100000	0.25652962	0.00003734	0.00784051	0.00010414	0.00001737	
0.00100000	0.17193271	0.00003193	0.00754382	0.00006764	0.00000797	
0.00100000	0.14560638	0.00002689	0.00735025	0.00005690	0.00000370	
0.00100000	0.12362731	0.00002561	0.00731169	0.00004674	0.00000224	
0.00100000	0.11529652	0.00002456	0.00729460	0.00004344	0.00000140	
0.00100000	0.10908173	0.00002435	0.00725189	0.00004118	0.00000097	
0.00100000	0.10738881	0.00002385	0.00720951	0.00004086	0.00000070	
0.00100000	0.10511880	0.00002368	0.00718248	0.00003989	0.00000063	
0.00100000	0.10443939	0.00002375	0.00715755	0.00003939	0.00000058	
0.00100000	0.10371577	0.00002346	0.00712587	0.00003904	0.00000059	
0.00100000	0.10295573	0.00002362	0.00708941	0.00003886	0.00000058	
0.00100000	0.10207336	0.00002342	0.00705479	0.00003861	0.00000058	
0.00100000	0.10181083	0.00002347	0.00702198	0.00003839	0.00000058	
0.00100000	0.10142852	0.00002334	0.00698941	0.00003816	0.00000058	
0.00100000	0.10091821	0.00002328	0.00695582	0.00003794	0.00000057	
0.00100000	0.10030320	0.00002346	0.00692193	0.00003780	0.00000059	
0.00100000	0.10022168	0.00002318	0.00689004	0.00003771	0.00000059	
0.00100000	0.09914696	0.00002282	0.00685729	0.00003741	0.00000058	
0.00100000	0.09903098	0.00002282	0.00682448	0.00003724	0.00000057	
0.00100000	0.09835036	0.00002267	0.00679248	0.00003712	0.00000058	
0.00100000	0.09773932	0.00002256	0.00676000	0.00003686	0.00000056	
0.00100000	0.09758657	0.00002242	0.00672819	0.00003671	0.00000056	
0.00100000	0.09722965	0.00002224	0.00669647	0.00003654	0.00000056	
0.00100000	0.09676905	0.00002227	0.00666457	0.00003643	0.00000056	
0.00100000	0.09604152	0.00002208	0.00663378	0.00003627	0.00000056	
0.00100000	0.09566334	0.00002210	0.00660296	0.00003608	0.00000055	
0.00100000	0.09548343	0.00002196	0.00657236	0.00003594	0.00000055	
0.00100000	0.09515493	0.00002213	0.00654097	0.00003590	0.00000058	
0.00100000	0.09535100	0.00002171	0.00651142	0.00003584	0.00000061	
0.00100000	0.09460644	0.00002134	0.00648144	0.00003573	0.00000065	
0.00100000	0.10208785	0.00002166	0.00645169	0.00004006	0.00000227	
0.00100000	0.17108408	0.00003242	0.00642511	0.00008121	0.00001707	
0.00100000	1.19544605	0.00015377	0.00639125	0.00069824	0.00023035	
0.00100000	2.25595336	0.00008048	0.00626748	0.00070085	0.00021510	
0.00100000	0.81130440	0.00004111	0.00639645	0.00029963	0.00007400	
0.00100000	0.27649008	0.00002793	0.00661005	0.00010958	0.00002226	
0.00100000	0.18636082	0.00002806	0.00661570	0.00007027	0.00001047	
0.00100000	0.15023163	0.00002353	0.00650010	0.00005675	0.00000608	
0.00100000	0.11417118	0.00002232	0.00642853	0.00004475	0.00000302	
0.00100000	0.10220315	0.00002200	0.00641439	0.00003933	0.00000119	
0.00100000	0.10048668	0.00002074	0.00639015	0.00003803	0.00000123	
0.00100000	0.09799205	0.00002112	0.00635426	0.00003708	0.00000095	
0.00100000	0.09593306	0.00002042	0.00632598	0.00003641	0.00000075	
0.00100000	0.09401681	0.00002075	0.00630194	0.00003578	0.00000066	
0.00100000	0.09359022	0.00002036	0.00627573	0.00003559	0.00000066	
0.00100000	0.09332529	0.00002067	0.00624388	0.00003538	0.00000064	
0.00100000	0.09272224	0.00002055	0.00621484	0.00003538	0.00000070	
0.00100000	0.09246985	0.00002050	0.00618593	0.00003523	0.00000060	
0.00100000	0.09156620	0.00002075	0.00615665	0.00003498	0.00000064	
0.00100000	0.09224740	0.00002023	0.00612820	0.00003499	0.00000072	
0.00100000	0.09136231	0.00002095	0.00609841	0.00003503	0.00000081	
0.00100000	0.10705508	0.00002490	0.00606978	0.00004415	0.00000408	
0.00100000	0.26386697	0.00006055	0.00603618	0.00014314	0.00003658	
0.00100000	1.65251573	0.00010402	0.00600723	0.00080354	0.00024844	
0.00100000	0.86216356	0.00004891	0.00594349	0.00033027	0.00007686	
0.00100000	0.38151933	0.00002963	0.00604949	0.00015164	0.00003371	
0.00100000	0.18582218	0.00002400	0.00615587	0.00007853	0.00001341	
0.00100000	0.12579171	0.00002173	0.00610326	0.00005250	0.00000580	
0.00100000	0.11580845	0.00002043	0.00603141	0.00004691	0.00000341	
0.00100000	0.10064685	0.00002035	0.00600439	0.00003939	0.00000208	
0.00100000	0.09454865	0.00001933	0.00598634	0.00003710	0.00000140	
0.00100000	0.09198588	0.00001989	0.00595405	0.00003547	0.00000093	
0.00100000	0.09183428	0.00001879	0.00592547	0.00003502	0.00000084	
0.00100000	0.09205356	0.00001896	0.00590138	0.00003522	0.00000097	
0.00100000	0.08874595	0.00001922	0.00587659	0.00003407	0.00000067	
0.00100000	0.08877979	0.00001888	0.00584845	0.00003387	0.00000065	
0.00100000	0.08775259	0.00001917	0.00581903	0.00003369	0.00000063	
0.00100000	0.09080761	0.00001998	0.00579143	0.00003539	0.00000125	
0.00100000	0.11538525	0.00002453	0.00576340	0.00004991	0.00000543	
0.00100000	0.33242655	0.00007782	0.00573474	0.00019161	0.00005115	
0.00100000	2.29581347	0.00007145	0.00570362	0.00107091	0.00030742	
0.00100000	0.70822263	0.00002546	0.00563940	0.00033273	0.00007145	
0.00100000	0.31046891	0.00002919	0.00579664	0.00013112	0.00002475	
0.00100000	0.23150782	0.00002656	0.00591694	0.00008281	0.00001544	
0.00100000	0.16663236	0.00002248	0.00584644	0.00006380	0.00000856	
0.00100000	0.11925705	0.00001960	0.00575950	0.00004765	0.00000379	
0.00100000	0.09843984	0.00001870	0.00573373	0.00003863	0.00000210	
0.00100000	0.09101555	0.00001833	0.00571053	0.00003534	0.00000122	
0.00100000	0.09091788	0.00001860	0.00568125	0.00003530	0.00000088	
0.00100000	0.08868303	0.00001782	0.00565532	0.00003419	0.00000072	
0.00100000	0.08690775	0.00001786	0.00563335	0.00003337	0.00000067	
0.00100000	0.08615194	0.00001793	0.00560853	0.00003316	0.00000069	
0.00100000	0.08573323	0.00001761	0.00557991	0.00003305	0.00000068	
0.00100000	0.08573547	0.00001776	0.00555091	0.00003295	0.00000066	
0.00100000	0.08552679	0.00001850	0.00552390	0.00003326	0.00000088	
0.00100000	0.09055703	0.00001791	0.00549783	0.00003484	0.00000129	
0.00100000	0.08456707	0.00001804	0.00547014	0.00003256	0.00000076	
0.00100000	0.08843374	0.00001931	0.00544246	0.00003470	0.00000171	
0.00100000	0.14523120	0.00003486	0.00541268	0.00007060	0.00001363	
0.00100000	0.90097472	0.00013482	0.00538873	0.00052357	0.00014412	
0.00100000	1.97266437	0.00003005	0.00531325	0.00062330	0.00017783	
0.00100000	0.65030769	0.00003826	0.00535768	0.00024834	0.00004228	
0.00100000	0.38163751	0.00003064	0.00552180	0.00014147	0.00001855	
0.00100000	0.17482951	0.00002121	0.00550129	0.00006162	0.00001172	
0.00100000	0.11687418	0.00001881	0.00542090	0.00004490	0.00000557	
0.00100000	0.10293606	0.00001854	0.00537971	0.00004227	0.00000216	
0.00100000	0.09173502	0.00001688	0.00536619	0.00003638	0.00000127	
0.00100000	0.08664702	0.00001707	0.00533900	0.00003398	0.00000130	
0.00100000	0.08535116	0.00001632	0.00531278	0.00003352	0.00000108	
0.00100000	0.08507833	0.00001718	0.00528969	0.00003295	0.00000091	
0.00100000	0.08547636	0.00001642	0.00526861	0.00003283	0.00000097	
0.00100000	0.08232450	0.00001643	0.00523988	0.00003198	0.00000070	
0.00100000	0.08185691	0.00001628	0.00521262	0.00003170	0.00000077	
0.00100000	0.08249888	0.00001751	0.00518732	0.00003228	0.00000099	
0.00100000	0.09076810	0.00001706	0.00516230	0.00003551	0.00000145	
0.00100000	0.08601338	0.00001733	0.00513629	0.00003368	0.00000138	
0.00100000	0.09419630	0.00002042	0.00510899	0.00003920	0.00000310	
0.00100000	0.25865981	0.00007765	0.00508210	0.00015148	0.00003961	
0.00100000	3.04021248	0.00007841	0.00505411	0.00151814	0.00041247	
0.00100000	0.99737133	0.00002192	0.00497737	0.00045055	0.00010247	
0.00100000	0.58271288	0.00005839	0.00527181	0.00023380	0.00005447	
0.00100000	0.34194277	0.00002056	0.00544494	0.00013249	0.00002015	
0.00100000	0.17096581	0.00002155	0.00530245	0.00006659	0.00001211	
0.00100000	0.12454378	0.00001708	0.00518410	0.00004907	0.00000370	
0.00100000	0.09904101	0.00001643	0.00515695	0.00003859	0.00000239	
0.00100000	0.08885207	0.00001578	0.00513114	0.00003473	0.00000137	
0.00100000	0.08528973	0.00001573	0.00509975	0.00003296	0.00000138	
0.00100000	0.08327780	0.00001512	0.00507992	0.00003256	0.00000094	
0.00100000	0.08158289	0.00001525	0.00506150	0.00003183	0.00000093	
0.00100000	0.08123172	0.00001537	0.00503414	0.00003150	0.00000086	
0.00100000	0.08085759	0.00001520	0.00500480	0.00003144	0.00000093	
0.00100000	0.08019425	0.00001526	0.00497922	0.00003119	0.00000088	
0.00100000	0.07964735	0.00001522	0.00495375	0.00003095	0.00000095	
0.00100000	0.07964411	0.00001510	0.00492788	0.00003092	0.00000093	
0.00100000	0.07908049	0.00001517	0.00490040	0.00003078	0.00000089	
0.00100000	0.07860553	0.00001504	0.00487442	0.00003062	0.00000078	
0.00100000	0.07824384	0.00001484	0.00484924	0.00003053	0.00000097	
0.00100000	0.07782169	0.00001506	0.00482252	0.00003029	0.00000103	
0.00100000	0.08062944	0.00001519	0.00479627	0.00003109	0.00000154	
0.00100000	0.07825773	0.00001458	0.00477166	0.00003050	0.00000090	
0.00100000	0.08232558	0.00001454	0.00474771	0.00003253	0.00000242	
0.00100000	0.09288347	0.00001492	0.00472133	0.00003795	0.00000266	
0.00100000	0.10417837	0.00001567	0.00469702	0.00004493	0.00000306	
0.00100000	0.16301295	0.00002755	0.00467512	0.00008507	0.00001231	
0.00100000	0.87980508	0.00011942	0.00465075	0.00053592	0.00011222	
0.00100000	2.05243102	0.00002333	0.00456779	0.00069392	0.00016320	
0.00100000	0.54284451	0.00002077	0.00463791	0.00020294	0.00004568	
0.00100000	0.23982348	0.00002023	0.00476713	0.00007613	0.00002519	
0.00100000	0.15224814	0.00001871	0.00475403	0.00005517	0.00001225	
0.00100000	0.11852870	0.00001771	0.00466842	0.00004979	0.00000482	
0.00100000	0.09846895	0.00001521	0.00463676	0.00004126	0.00000184	
0.00100000	0.08649068	0.00001474	0.00461601	0.00003380	0.00000159	
0.00100000	0.07884683	0.00001367	0.00459679	0.00003065	0.00000139	
